Object ID;Bike route name;Street name;Bikeway type;Subtype;Status;Street segment type;Overall direction;Bikeway direction;Vehicle direction;Speed limit;Surface type;AAA Network;AAA segment;W/N bound type;E/S bound type;Snow removal;Segment length;Year of construction;Construction note;Upgrade year;Notes;Geom;geo_point_2d
1970;Central Valley;Clark;Protected Bike Lanes;OSS;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;52.21930038;2009;;;;[-123.07742746944433,49.26604269360698] [-123.07743696093041,49.26557301179648];49.26580785270173,-123.07743221518737
1971;Cypress;Cypress;Protected Bike Lanes;SL;Active;Residential;NS;2W;2W;30;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;49.02399025;1996;LSB to PBL 2018;2018;;[-123.14785146722946,49.271139595613676] [-123.14786840528188,49.270698755330194];49.27091917547194,-123.14785993625567
1972;York;York Ave;Protected Bike Lanes;SL;Active;Residential;EW;BD;OW;30;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;174.6187115;2014;;;;[-123.15023586204117,49.27161915719155] [-123.14783613744616,49.2715804967694];49.27159982698048,-123.14903599974366
1973;Highbury;Highbury;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;51.79596575;2006;year constr- source unknown;;;[-123.1875107942223,49.27135350742134] [-123.18752854778928,49.270887738685474];49.271120623053406,-123.18751967100579
1974;Highbury;Highbury;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.61899801;2006;year constr- source unknown;;;[-123.18752854778928,49.270887738685474] [-123.18754646052813,49.27044156119654];49.27066464994101,-123.18753750415871
1975;Kerr;Kerr;Painted Lanes;PBP;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;106.9145497;2009;Parking Removed and pain buffer added in 2019;2019;;[-123.04146523508392,49.21648193936942] [-123.04151045413575,49.21552066967016];49.21600130451979,-123.04148784460983
1976;Kerr;Kerr;Painted Lanes;PBT;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;551.0815428;2009;Parking removed and paint buffer added in 2019;2019;;[-123.04162664058742,49.2130374534798] [-123.0417125645951,49.21120401076315] [-123.04171725901193,49.21112091061439] [-123.04171726035617,49.21112087643184] [-123.04172419144064,49.21103784743605] [-123.04172419552636,49.21103780785533] [-123.0417332946566,49.21095489681242] [-123.04174466482776,49.21087214056533] [-123.04175818096546,49.21078939613356] [-123.04177385425584,49.21070691627985] [-123.04179177797606,49.21062461101671] [-123.04181186975468,49.21054250286116] [-123.04181343269912,49.21053656180778] [-123.04214339466745,49.2092518202953] [-123.04214609914278,49.20924184083429] [-123.04215349716257,49.2092134103223] [-123.0421650567229,49.20916898736488] [-123.04218196008647,49.209095866582004] [-123.04218710090083,49.20907062302292] [-123.04219685736669,49.20902256212515] [-123.04220993537557,49.20894917107596] [-123.0422099408375,49.20894913599235] [-123.04222095919158,49.20887551001704] [-123.04223006634916,49.208801850556355] [-123.0422372471237,49.20872804877335] [-123.0422372498374,49.20872801099215] [-123.04224239449283,49.2086541730717] [-123.04224561420085,49.208580245901246] [-123.04224601353373,49.2085574615846] [-123.0422469104196,49.208506319433276] [-123.0422563386574,49.20810714186729];49.21056466644452,-123.04189122766611
1977;Kerr;Kerr;Painted Lanes;PBP;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;61.24017085;2009;Parking removed and paint buffer added in 2019;2019;;[-123.041313106018,49.219714428060485] [-123.04131310186303,49.21971438578418] [-123.04133946624614,49.219163826953626];49.21943912758458,-123.04132628303884
1978;Cypress;Cypress;Protected Bike Lanes;SL;Active;Residential;NS;2W;2W;30;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;98.11704035;1996;LS to PBL in 2014;2014;;[-123.14780272918446,49.272462806220084] [-123.14783613744616,49.2715804967694];49.27202165149474,-123.1478194333153
1979;Off-Broadway;St. Catherines;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.36352357;1994;year const- source unknown;;;[-123.08518111875972,49.26520198806884] [-123.0851896168262,49.264748992374194];49.26497549022152,-123.08518536779296
1980;Heather;Heather;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;145.7814126;2008;;;;[-123.12375538838785,49.22127960026415] [-123.12376389513581,49.22102742125909] [-123.12379930802021,49.219968573868194];49.22062408805095,-123.12377737752281
1981;Heather;Heather;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;168.2027086;2008;;;;[-123.1236394577603,49.22477328948628] [-123.12366969257347,49.223845886341124] [-123.12368963972652,49.22326062016024];49.224016945976246,-123.1236642834009
1982;Heather;Heather;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;51.65444859;2008;;;;[-123.1235867708086,49.2263780725863] [-123.12360203424312,49.2259135614399] [-123.12360203143122,49.225913535356625];49.22614580390297,-123.12359440295654
1983;Midtown;Collingwood;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;52.54861085;1998;2015-added paint;;;[-123.18200766354074,49.23689473593496] [-123.18201438893173,49.23642209588154] [-123.18201438883588,49.23642206979545];49.23665840286644,-123.1820110264218
1984;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;83.37145971;1998;cambie intrsc-2007;;;[-123.1105654166622,49.237166924195506] [-123.11058704072197,49.2371651683144] [-123.11122926807211,49.237113048560225] [-123.11170200448747,49.23707462439154];49.23712079104478,-123.11113371193538
1985;Lakewood;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.17201783;1997;1997-  C.C file # 5553-1. 2010 paint marking;2010;;[-123.0619924745892,49.26411590565063] [-123.06199247462641,49.26411593533478] [-123.06198329886404,49.264567137857675] [-123.06198330303143,49.26456717293672];49.26434153941641,-123.06198788668804
1986;Lakewood;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;20.09961019;1997;1997-  C.C file # 5553-1. 2010 paint marking;2010;;[-123.0618703898031,49.27044373988545] [-123.06186680670754,49.270624524507184];49.27053413219632,-123.06186859825534
1987;Lakewood;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;18.1877416;1997;1997-  C.C file # 5553-1. 2010 paint marking;2010;;[-123.06181030968163,49.27343577060697] [-123.06180725869731,49.273599360544615];49.27351756557579,-123.06180878418948
1988;Lakewood;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;21.2588182;1997;1997-  C.C file # 5553-1. 2010 paint marking;2010;;[-123.06188267886898,49.26980054542997] [-123.06187889166947,49.269991724128886] [-123.06187889170995,49.269991756511565];49.26989615096761,-123.06188078494861
1989;Seaside Bypass;Commodore Rd;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;235.686159;1990;;;;[-123.11529938942728,49.26792798898885] [-123.11749526580859,49.26683469233429] [-123.11788708107032,49.26701668803088];49.26731310861768,-123.11659107644284
1990;Seaside Bypass;Charleson;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;YES;Local Street;Local Street;Yes;101.6466245;1990;2017- rd became bus+bike only;2017;;[-123.12508775891092,49.2662257553092] [-123.12648452530034,49.26624764562185];49.26623670046553,-123.12578614210562
1991;Seaside Bypass;Charleson;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;YES;Local Street;Local Street;Yes;172.3239378;1990;2017- rd became bus+bike only;2017;;[-123.1217178641928,49.266190800125] [-123.12255149909413,49.2661860518884] [-123.12358752028881,49.26620225334448] [-123.12408604226552,49.26621006478391];49.2661946644574,-123.1229019819648
1992;Pacific;Pacific Blvd;Painted Lanes;NB;Active;Arterial;NS;OW;OW;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;105.9715187;2003;;;;[-123.11735213501038,49.27421865029336] [-123.11660081081776,49.274075083987384] [-123.11655160677373,49.27406738967049] [-123.11650220883976,49.274060251430896] [-123.1165021662098,49.274060246076736] [-123.11645261144749,49.274053640489306] [-123.11640288086062,49.274047674615744] [-123.11640283135485,49.274047668369] [-123.11635299205889,49.27404223779728] [-123.11635293980574,49.27404223245281] [-123.11630293838694,49.27403742359039] [-123.11627479696202,49.27403497733565] [-123.11625282256222,49.27403306727951] [-123.1162024827645,49.274029339935936] [-123.11617620333573,49.27402772294018] [-123.11615214308013,49.274026243133136] [-123.11610180604345,49.27402368601716] [-123.11605125442779,49.27402166250953] [-123.11600068094947,49.2740202803588] [-123.11593361143683,49.27401931682331];49.27409634439645,-123.11664558519367
1993;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;307.0182429;1998;;;;[-123.12373576063042,49.237512829663395] [-123.12444674640656,49.23753719058103] [-123.127236868411,49.2376327149078] [-123.1279476349567,49.23765702123899];49.23758494499565,-123.12584169712456
1994;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;62.36691197;1998;;;;[-123.14339279792794,49.23811436431466] [-123.14424928036416,49.238127507842236] [-123.14424932982179,49.23812750868001];49.238120936457946,-123.1438210638755
1995;Midtown/Ridgeway;E 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;47.77744018;1998;;;;[-123.09705441082612,49.23715846602925] [-123.09639840593486,49.23714490984279];49.23715168793603,-123.0967264083805
1996;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;108.7478097;1998;;;;[-123.14972296996821,49.23820930409671] [-123.15045072653292,49.238220683904025] [-123.15121649143234,49.23823213801411];49.238220847724065,-123.15046972876257
1997;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;150.1661421;1998;;;;[-123.14700777345845,49.238168002007754] [-123.14700782704543,49.23816800553767] [-123.14879554429088,49.23819494865584] [-123.1490701406031,49.23819909137522];49.23818354622656,-123.14803895700328
1998;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;88.0672737;1998;;;;[-123.15717410232567,49.238323589066844] [-123.15838358510126,49.238342603792375];49.23833309642961,-123.15777884371346
1999;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;38.59014466;1998;cambie intrsc-2007;;;[-123.12024219119056,49.23739299688181] [-123.12077152116686,49.23741149126032] [-123.1207715637569,49.23741149301484];49.237402244815286,-123.12050687747879
2000;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;31.5239555;1998;cambie intrsc-2007;;;[-123.11561496434805,49.23721733690207] [-123.11604550504451,49.23724784077801];49.237232588840044,-123.11583023469629
2001;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;55.33644381;1998;cambie intrsc-2007;;;[-123.11925270225674,49.237358119808995] [-123.12001171394002,49.23738494382233] [-123.12001177023902,49.237384933869066];49.23737153282484,-123.11963223666653
2002;Seaside Bypass;NW Marine Dr;Painted Lanes;NB;Active;Sec Arterial;EW;2W;2W;30;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;139.4971519;2007;SL to PL in 2017;2017;Not on 2009 bikemap,but sign exists as of 2007;[-123.20570364505933,49.27364840362652] [-123.20570365211253,49.27364844679089] [-123.20565751352605,49.27490283967757];49.27427562138061,-123.20568058362296
2003;Seaside;Denman;Local Street;;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;71.26559088;2009;pre-2009;;;[-123.13374007404094,49.29259467647051] [-123.13305519107298,49.293053231752246];49.29282395411138,-123.13339763255696
2004;Seaside;Point Grey Rd;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;No;206.3463477;1990;Upgrade to AAA in 2014;2014;;[-123.15969339192904,49.273120727914026] [-123.15968479882065,49.27334654524021] [-123.1599685675279,49.27354138080603] [-123.15996859783019,49.27354139875447] [-123.16076886140388,49.27355388969039] [-123.1620481297271,49.27357387103408];49.27351523846585,-123.16074235782119
2005;Powell Overpass;Powell;Protected Bike Lanes;SL;Active;Off-street;EW;BD;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;121.1879276;2014;;;;[-123.08708048655762,49.28295773971549] [-123.08541563981937,49.28291172529865];49.28293473250707,-123.08624806318849
2006;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;26.73075106;2009;;;;[-123.11226011358562,49.24742550116334] [-123.11224887900354,49.24766583767595];49.24754566941965,-123.11225449629458
2007;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;59.70959127;2009;;;;[-123.11223860884088,49.24788554717619] [-123.1122209011505,49.24828843106889] [-123.11221500370782,49.24842238566825] [-123.11221499417925,49.24842242525652];49.24815398692379,-123.1122268090588
2008;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;18.03572286;2009;;;;[-123.11272104356199,49.25156319472333] [-123.11271379459588,49.25172536051543];49.251644277619384,-123.11271741907893
2009;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;65.81085017;2009;;;;[-123.1128343856989,49.248945828291596] [-123.11280910063076,49.24953757981954];49.249241704055564,-123.11282174316484
2010;Chilco;Chilco;Local Street;;Active;Residential;NS;2W;2W;30;Paved;YES;YES;Local Street;Local Street;No;28.01401957;2006;Upgrade to AAA in 2021;2021;;[-123.14050696324288,49.291977395407756] [-123.14077736281143,49.291797898848166];49.291887647127965,-123.14064216302717
2011;Chilco;Chilco;Local Street;;Active;Residential;NS;2W;2W;30;Paved;YES;YES;Local Street;Local Street;No;54.92038447;2006;Upgrade to AAA in 2021;2021;;[-123.13944592105244,49.29268085115137] [-123.13997596328231,49.29232890875568];49.292504879953526,-123.13971094216735
2012;Highbury;Highbury;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;20.72685585;2006;year constr- source unknown;;;[-123.18771860364404,49.26610198288536] [-123.18772617675728,49.265915606982006];49.26600879493368,-123.18772239020068
2013;Highbury;Highbury;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.73883054;2006;year constr- source unknown;;;[-123.18759988138011,49.26911154297884] [-123.1875998977833,49.269111518665134] [-123.18761802823701,49.26865529483077];49.26888342140099,-123.18760896242735
2014;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;177.6197303;2013;;;;[-123.07460318314467,49.22336295241024] [-123.07466882737012,49.22176579457787];49.22256437349405,-123.07463600525739
2015;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;181.0253196;2013;;;;[-123.07433454394565,49.230604547285964] [-123.07438636712666,49.228976532391485];49.229790539838724,-123.07436045553615
2016;29th Ave;Nanton;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;110.4310497;2009;;;;[-123.13535316224615,49.24704945672891] [-123.13536041749255,49.2470531623604] [-123.13539355911426,49.247069488553436] [-123.13542713398456,49.247085464314445] [-123.13546114754509,49.247101069847226] [-123.13549552813573,49.24711622787641] [-123.13554214983166,49.24713593031869] [-123.13556551341021,49.24714546393914] [-123.13558667263835,49.24715382806304] [-123.13560112633729,49.247159541962304] [-123.13563696726202,49.24717307909323] [-123.1356370140249,49.24717309612929] [-123.13567325379084,49.247186263076614] [-123.13567330192775,49.24718628011104] [-123.13570988831742,49.24719907513667] [-123.13574685827543,49.24721144242645] [-123.13578416502328,49.24722335954686] [-123.13582181128852,49.24723481929825] [-123.13583894924601,49.247239812192355] [-123.1358596844637,49.24724584430075] [-123.1358979001569,49.24725650458098] [-123.13593633170964,49.247266709435806] [-123.13597511514504,49.247276457805334] [-123.1360141062559,49.247285773246645] [-123.13605333245228,49.24729463054058] [-123.13609278276337,49.24730303779554] [-123.13613245993622,49.247310995008036] [-123.13617236122435,49.24731850308065] [-123.13621248799582,49.24732556021245] [-123.13623202276273,49.247328724190005] [-123.13625272733854,49.24733207838307] [-123.13629318966944,49.247338238266366] [-123.1363337689242,49.24734394373825] [-123.13637451568728,49.24734910298751] [-123.13637457066737,49.24734911011879] [-123.13638307049972,49.24735018041257] [-123.13641809208391,49.24735445677631] [-123.13644343938353,49.24735728193045] [-123.1364532349543,49.247358367779746] [-123.13648846455172,49.2473618379036] [-123.13652371513372,49.24736494368498] [-123.13655918569732,49.24736760033345] [-123.13656299646154,49.24736782880555] [-123.13661064681457,49.247370683327944] [-123.13663012223272,49.2473717433234] [-123.13675936851706,49.2473761752706];49.24726509275965,-123.1360437883611
2017;29th Ave;W 28th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;142.4076845;2009;;;;[-123.12047579943615,49.24619170820966] [-123.12055505644928,49.24619300899943] [-123.12243183388327,49.24622382567145];49.246207766648084,-123.12145381666451
2018;29th Ave;W 28th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;27.66227435;2009;;;;[-123.1245062810301,49.2462577776067] [-123.12488623668571,49.246263981700444];49.246260879653576,-123.12469625885791
2019;29th Ave;W 28th Ave;Protected Bike Lanes;R;Active;Residential;EW;2W;2W;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;201.258005;2009;LSB to PBL in 2016;2016;;[-123.12488623668571,49.246263981700444] [-123.12765061730909,49.24630921440558];49.24628659805301,-123.1262684269974
2020;Rupert;Rupert;Painted Lanes;PBP;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;93.1253637;2009;;;;[-123.03381927227781,49.24710200788338] [-123.0338192791208,49.24710196830238] [-123.03382776843972,49.24626434255311];49.24668317551079,-123.03382352357657
2021;Rupert;Rupert;Painted Lanes;PBP;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;98.45072766;2009;;;;[-123.03380631034898,49.25148570660143] [-123.03380469156392,49.250600121014905];49.25104291380816,-123.03380550095645
2022;Hornby;Hornby;Protected Bike Lanes;SL;Active;Arterial;NS;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;176.6661688;2005;2010-OW painted to 2W protected. width-800blk;2010;;[-123.12008277617161,49.28376452964822] [-123.12179065297762,49.282634459280445];49.28319949446433,-123.12093671457463
2023;Hornby;Hornby;Protected Bike Lanes;SL;Active;Arterial;NS;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;119.6780795;2005;2010-OW painted to 2W protected. width-800blk;2010;;[-123.11892519596245,49.28452967707576] [-123.118925243998,49.284529639246585] [-123.12008273358099,49.28376454408475] [-123.12008277617161,49.28376452964822];49.284147096124734,-123.11950398204402
2024;Cambie Bridge;Off Street;Protected Bike Lanes;OSS;Active;Off-street;NS;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;160.9313834;2010;;;;[-123.11508568459988,49.268041501979944] [-123.11497257242601,49.267923065055044] [-123.11491374070873,49.26702063333385] [-123.11488151231623,49.266641498756634] [-123.11487939261373,49.26661656706476];49.267348812451225,-123.11493989029097
2025;Central Valley;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;85.44009749;2003;Updrade to Off Street 2014;2014;;[-123.06589643445255,49.262191632506195] [-123.0648952675871,49.26178996858933];49.261990800547764,-123.06539585101983
2026;Central Valley;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;37.09860942;2003;Updrade to Off Street 2014;2014;;[-123.0644100339034,49.26159530766799] [-123.06397533805576,49.26142088923072];49.261508098449355,-123.06419268597958
2027;Central Valley;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;404.8386388;2009;;;;[-123.08130967977395,49.26523109552247] [-123.08135388720319,49.265234762331886] [-123.08142632388521,49.26524153596607] [-123.08145000530405,49.26524405951969] [-123.08149841983278,49.26524921921014] [-123.08157040427939,49.26525762210412] [-123.08159469560145,49.26526074067991] [-123.08164216466699,49.265266834679814] [-123.08171368877103,49.26527694330018] [-123.08178489399253,49.26528786796684] [-123.08183083293413,49.26529541569745] [-123.0818557499319,49.26529950975468] [-123.08192637784954,49.26531205028147] [-123.08197275719856,49.26532074183309] [-123.08291785762162,49.26550200261522] [-123.08491827799865,49.26588555154798] [-123.08491831786755,49.26588555601626] [-123.08497316843139,49.26589603737785] [-123.08666272397195,49.26621917012621];49.26570872289995,-123.08398870816471
2028;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;176.4228411;1998;cambie intrsc-2007;;;[-123.10548954224582,49.23732032612668] [-123.10548959309106,49.23732033417599] [-123.10791208074987,49.23736675020908];49.23734354169937,-123.10670081118596
2029;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.15905473;1998;cambie intrsc-2007;;;[-123.10989522231634,49.23722125810824] [-123.11056536858985,49.23716692783964] [-123.1105654166622,49.237166924195506];49.23719409102607,-123.11023031947938
2030;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;11.9752231;1998;cambie intrsc-2007;;;[-123.11189328951114,49.23705906459974] [-123.11205658913069,49.23704604041448];49.23705255250711,-123.1119749393209
2031;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;89.55028887;1998;cambie intrsc-2007;;;[-123.11205658913069,49.23704604041448] [-123.11258900331144,49.237003541033914] [-123.11266850089508,49.23699697795518] [-123.11271358493651,49.236993269312826] [-123.11327797256699,49.237036588901226];49.23701754188701,-123.11266724422093
2032;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;31.97016231;1998;cambie intrsc-2007;;;[-123.1184974282791,49.237332006594904] [-123.11893600148646,49.237347170753274];49.23733958867409,-123.11871671488278
2033;Beach;Beach Crescent;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;23.60068892;2011;pre 2011;;;[-123.1344426220504,49.27661017015315] [-123.13462268354083,49.276786773500035];49.27669847182659,-123.13453265279561
2034;Kent;E Kent Ave North;Painted Lanes;NB;Active;Sec Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;No;258.7675413;2004;;;;[-123.08075384789758,49.209066256879915] [-123.07838066586847,49.209266644382424] [-123.07723024617881,49.20936356006046] [-123.07723019677903,49.20936357718454];49.209214985509476,-123.07899202730118
2035;Kent;E Kent Ave North;Painted Lanes;NB;Active;Sec Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;No;238.1369907;2004;;;;[-123.07723019677903,49.20936357718454] [-123.07715669419397,49.20936980427122] [-123.07530645561806,49.20952572276744] [-123.07527351428449,49.20952853367849] [-123.0752734607431,49.209528536411966] [-123.07462587125848,49.209551176778824] [-123.07397858005511,49.209529356804474];49.20948342533645,-123.07560554080706
2036;33rd Ave;W 33rd Ave;Shared Lanes;;Active;Collector;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;88.76729828;2009;;;;[-123.15224053533842,49.24207867193959] [-123.15224189554219,49.24207869713285] [-123.15345963245156,49.242100203753346];49.24208943843088,-123.1528500838844
2037;Seaside;Point Grey Rd;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;No;28.00628233;1990;Upgrade to AAA in 2014;2014;;[-123.16433660253381,49.2734204101803] [-123.16434567769095,49.27316855882633];49.27329448450331,-123.16434114011238
2038;Cambie;Cambie;Protected Bike Lanes;SL;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Shared Lanes;Yes;53.744496;2016;width from 500 cambie;;;[-123.10977382232377,49.28197573776007] [-123.10997159382198,49.281509932322024];49.281742835041044,-123.10987270807288
2039;Ridgeway;Quesnel Drive;Local Street;;Active;Collector;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;72.37637821;2013;one section w. shared marking;;;[-123.16874247598193,49.24705451238332] [-123.1688213548236,49.247136341041454] [-123.16882138239866,49.24713636888639] [-123.16886354248032,49.24717588180848] [-123.16887220984314,49.24718357445802] [-123.16888537013246,49.247195272414] [-123.16890499042235,49.24721203423673] [-123.16890775336377,49.247214395944106] [-123.16890780021787,49.24721443635415] [-123.16893070207179,49.24723333424066] [-123.16895410851387,49.247251920149516] [-123.16897074758744,49.247264754503455] [-123.16897797324876,49.24727031738283] [-123.16898486620534,49.247275420192395] [-123.16900238503115,49.247288362996784] [-123.16902721242046,49.24730619301134] [-123.16902725787003,49.24730622442818] [-123.16905258428757,49.24732372358202] [-123.16907832055202,49.247340929785324] [-123.16907835911013,49.24734095491553] [-123.16910459162715,49.247357822165846] [-123.16913773842789,49.247378379027886] [-123.16915840736003,49.24739074959728] [-123.16917603541937,49.24740105301329] [-123.16918588064618,49.24740680724018] [-123.16921391464928,49.247422492552055] [-123.16941098469572,49.24753075553568];49.24731291262281,-123.16906171318062
2040;Ridgeway;Quesnel Drive;Local Street;;Active;Collector;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;65.76946314;2013;one section w. shared marking;;;[-123.1729660789596,49.25099871689075] [-123.17297629866374,49.25100709863689] [-123.17327938816098,49.25125562969937] [-123.17352990811773,49.25146107262462];49.25122989217657,-123.17324799565523
2041;Ridgeway;Narvaez Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;178.6304975;2013;add paint (2015)at 33rd?;;;[-123.1598819334967,49.242194257685476] [-123.16153276771344,49.24338322087379];49.24278873927963,-123.16070735060505
2042;Ridgeway;Narvaez Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;141.7460824;2013;add paint (2015)at 33rd?;;;[-123.16153276771344,49.24338322087379] [-123.16235465602254,49.24397578251332] [-123.16284199277743,49.24432713701112];49.2438551796743,-123.16218737971779
